;text;topic
1009;afd betreuungsgeld eltern bzw;Politik und Ideologie
1010;grofßselter einfüren lohnersatzleistung bisherig aurchschnittlichen nettolohn letzter geburt kind orientieren deckeln höhe durchschnittlich nettogehalt;wirtschaft
1011;kindergeld beibehalten missbrauchsmöglich keite unterbinden;soziale Ursachen
1012;ausland lebend kind üblich betrag zahlen;wirtschaft
1013;jung familie erstanschaffung familiengründung ehe-start-kredit unterstützen;wirtschaft
1014;familie kind gehalt leben;wirtschaft
1015;kinder- freundlich gesellschaft staatsziel grund gesetz aufnehmen;Politik und Ideologie
1016;familienpolitik   ehe-startkredit deutsche sinn grund gesetz gewähren eu-bürger mindestens deutschland leben;Politik und Ideologie
1017;kind kredit erlassen;wirtschaft
1018;bafög-empfän- geburt ausbildung bzw;Bildung
1019;studium rückzahlung erfolgrei- ch abschluss erlassen;Bildung
1020;student kind regelstudienzeit antrag semester verlängern;Bildung
1021;wiedereinstieg eltern babypause vereinfachen kinderzahl gestaffelt lohnsubventione arbeitgeber zahlen;wirtschaft
1022;familie brauchen bezahlbar wohnraum;Politik und Ideologie
1023;schaffung günstig mietwohnung möglichst familie wand bringen;Politik und Ideologie
1024;bauland vergünstigen familie ab geben kondition kfw verbessern teuer förderung energieeffizienzhäuser gestaffelt teilerlas kinderzahl;Politik und Ideologie
1025;familienfreundliches deutschland   kinderfreundlich gesellschaft staatsziel grundgesetz aufnehmen;Politik und Ideologie
1026;stärken familie verpflichten politik echt fami lienfreundlichkeit gegensatz aufnahme kinderrecht grundgesetz staat lufthoheit kinderbette sichern;Politik und Ideologie
1027;kind grundrechtsträger;Politik und Ideologie
1028;gesondert kinderrecht schwächen elternrecht art;wirtschaft
1029;gg;wirtschaft
1030;familienpolitik;wirtschaft
1031;gleichstellungsbeauftragter familie beauftragen familienfreundlich entscheidung sicherstellen somit aktivierend familienpolitik unterstützen;Politik und Ideologie
1032;staatlich leistung verwaltung ablauf systematisch familienfreundlichkeit prüfen anpassen;Politik und Ideologie
1033;sozial marketing familiengründung leitbild kind familie werben verbunden angebot informieren;wirtschaft
1034;mehrgenerationenfamili stark fördern;wirtschaft
1035;arbeitgeber anreiz gut vereinbar keit familie beruf schaffen;wirtschaft
1036;kind familie belassen kindesentzug ausnahmefall   familie bedürfen staatlich unterstützung   beratung hilfe erziehung;soziale Ursachen
1037;afd fordern fami   äußerer ausnahmefall lien- gleichstel   kindesentzug jugendamt führen;Politik und Ideologie
1038;leiderhat ngasbeauftragen;Klima
1039;familienfreundlich   letzter inobhutnahme entscheidung sicher   kind regelrecht industrie entwickeln dieein zustellen   ständig nachschub kind bedürfen;Politik und Ideologie
1040;anzahl   inobhutnahme kind    kind bzw;wirtschaft
1041;  steigen;wirtschaft
1042;;wirtschaft
1043;ausgabe ca;wirtschaft
1044;milliarde euro   milliarde euro vervielfachen;Politik und Ideologie
1045;extrem   fällen sogar übermäßig liebe mutter   entzugsgrund herhalten;Politik und Ideologie
1046;jugendpolitik förderung familie ausrichten ziel verfolgen kind familie bleiben;Politik und Ideologie
1047;familienpolitik   fordern afd radikal kurswechsel;wirtschaft
1048;fehlentscheidung vermeiden willkür empfinden;Politik und Ideologie
1049;jugendpolitik förderung familie ausrichten ziel verfolgen kind inihr familie bleiben;Politik und Ideologie
1050;beratung sanktionierung familie innerhalb jugendamt unab- hangig stelle verteilen strikt trennen;Bildung
1051;  seitens fachaufsicht leitungsebene einhaltung gesetz insbesonde- re kostenlos akteneinsicht gewähren angemessenheitsprüfung leistung stattfinden kindesentzug kurz anordnen wunsch wahlrecht leistung jugendamt sgb viii respektieren;Politik und Ideologie
1052;hinaus unabhängig kontrolle jugendamt frei träger installieren herrschend wildwuch einhalt gebieten;Politik und Ideologie
1053;ombudsstelle entscheidungsbefugnisse ausstatten eltern wenden;Politik und Ideologie
1054;willkommenskultur kind   ungeborene kind leben;Politik und Ideologie
1055;zukunftsängste unter- geordnet;Politik und Ideologie
1056;angst afd konkret hilfe familie lebenslage vorbeugen insbesondere lebensrettend ausweg adoption erleichtern fördern;Politik und Ideologie
1057;möglichkeit anonym bzw;wirtschaft
1058;vertraulich geburt   familienpolitik;wirtschaft
1059;ausbauen stärken verfügbarkeit babyklappe sicherstellen;Politik und Ideologie
1060;gesellschaft familie schule medium respekt leben positiv bild ehe elternschaft vermitteln;Politik und Ideologie
1061;bedarf erkennen deutschland jahrlich;Politik und Ideologie
1062;ungeboren kind töten zahl einwohner grofßsstadt entsprechen;Politik und Ideologie
1063;verpflichtend schwangerschaftskontfliktberatung istin fall formal verwaltungsakt verkümmern befördern bagatellisierung abtreibung;soziale Ursachen
1064;stattdessen schutz leben dienen;wirtschaft
1065;bundesverfassungsgerichtzur wnaeschalis;Politik und Ideologie
1066;beratung bedingung stellen regelmäfßsig wirksamkeit transparent beratungsscheinregelung überprüfen;wirtschaft
1067;gegebene qualitätsstandards falls gesetzlich korrektur wirksam mög ichst;Politik und Ideologie
1068;einbeziehung vater lebensschutz gewährleisten;Politik und Ideologie
1069;durchführen;wirtschaft
1070;schwangerschaftsberatunge transparent qualitätsstandard möglichst einbeziehung vater durchführen;Politik und Ideologie
1071;abtreibung speziell sozial familiär grund ausnahme bleiben;Politik und Ideologie
1072;beratung explizit entwicklungsstand ungeboren kind möglich spätfolg abtreibung aufklären z;Gesundheit
1073;post abortion-syndrom pas;Infrastruktur
1074;abtreibung meldepflichtig verstöfse zukünftig ahnden;Politik und Ideologie
1075;abtreibungsstatistik wirklich zahl abtreibung wiedergeben;Politik und Ideologie
1076;entscheidung abtreibung mutter bzw;Politik und Ideologie
1077;eltern liegen dennoch lehnen bestrebung tötung ungeborener     afd fordern vermeidung tren- nung familien- freundlich steuer abgabenpolitik;wirtschaft
1078;familienpolitikt   menschenrecht erklären;soziale Ursachen
1079;wirwend strikt kommerzialisierung mutterleib bezahlt leihmutterschaft ver- marktung gewebe getötet ungeboren kind;wirtschaft
1080;trennungsfolg mindern   kind hauptleidtragende eltern trennen;Politik und Ideologie
1081;resultierend schaden reduzieren problematik sicht kind betrachten;wirtschaft
1082;gehören umfassend unterstützung beratung getrennt eltern;soziale Ursachen
1083;abstiegsängst finanziell druck belasten fami lien stark führen instabil ehe tren nung;wirtschaft
1084;afd fordern vermeidung trennung familienfreundlich steuer abgabenpolitik familie ermöglichen wunsch erwerbseinkommen familie ernähren gravierend einbufßse lebensstan dards;wirtschaft
1085;eltern berufstätig rahmenbedingung auslegen familie beruf möglichst vereinbar;Politik und Ideologie
1086;mehrheit trennungskind müttern aufwachsen besonderer augenmerk ein beziehung vater erziehung legen;Politik und Ideologie
1087;kind brauchen vater mutter jeweils unterschiedlich aspekt entwicklung einbringen;Gesundheit
1088;kind druckmittel instrument rache dienen kontakt partner erschweren   familienpolitik;wirtschaft
1089;verwehren;wirtschaft
1090;umgangsrecht und-pflichten beide elternteil entsprechend stärken;Politik und Ideologie
1091;fordern nnichtehelich kind gemeinsam sorgerecht geburt;Gesundheit
1092;reform familienrecht führen   straftat schwerwiegend fehlverhal   ten ehepartner bemessung finanziel-   ler anspruch trennung scheidung oftohne   auswirkung bleiben;Politik und Ideologie
1093;derartig rechtsprechung   geeignet partner ehelich solidarität   anhalten beeinträchtigen stabilität bestehend   ehe;soziale Ursachen
1094;schuldprinzip wiedereinzuführen   schwerwiegend fehlverhalten ehelich   solidarität scheidungsfolg verbindlich;Politik und Ideologie
1095;afd fordern kitas berücksichtigen;wirtschaft
1096;schule angst hysterie frei- zuhalten positiv leben   einstellung vermitteln;Gesundheit
1097;verantwortungsvoll kinderbetreuung   kind frei indoktrination aufwachsen siein familie festigen alt problem welt stellen;Politik und Ideologie
1098;ideologe verschieden richtung versuchen kind möglichst früh beeinflussen;Wissenschaft
1099;reich ddr grofs stil praktizieren;wirtschaft
1100;politisch ideologie z;soziale Ursachen
1101;genderwahn klimahysterie kind vor- schulalter näherbringen;soziale Ursachen
1102;afd fordern kitas schule angst hysterie freizuhalen positiv leben einstellung vermitteln;Gesundheit
1103;vereinbarkeit familie beruf vereinfachen betriebskindergärt stark fördern;wirtschaft
1104;familienpolitik   häufig politisch beeinflussung frühsexualisierung sinn diverser geschlechter rolle begleiten;soziale Ursachen
1105;sexualpädagogik vielfalt versuchen kind bezug sexuell identität verunsichern geschlechterrolle auflösen;soziale Ursachen
1106;massiv entwicklung stören;Gesundheit
1107;kind schutz intimsphäre sexualität selbstbestimmt herausbilden;soziale Ursachen
1108;kindergärt deutsch sprechen;Politik und Ideologie
1109;erzieher träger behörde aktiv hinwirken;wirtschaft
1110;vereinbarkeit familie beruf verein- fach betriebskindergärt stark fördern;wirtschaft
1111;reduzieren fahrtweg vereinfachen abstimmung familiär beruflich ver- pflichtung;Politik und Ideologie
1112;geschlecht biologisch tatsache   menschlich spezies bestehen geschlech tern männlich weiblich;soziale Ursachen
1113;zwei- geschlechtlichkeit aufheben weniger einzeln person zuordnung männlich weiblich geschlecht schwer;Politik und Ideologie
1114;verstehen mensch vollwertig gesellschaft derihn gebührend achtung behandeln;Politik und Ideologie
1115;halten unangemessen biologisch regel-ausnahme-verhältnis umzukeh- ren gering zahl mensch kategorie geschlechtlich klassifizierung z;soziale Ursachen
1116;änderung toilettenordnung einführen;Politik und Ideologie
1117;familienpolitik;wirtschaft
1118;biologisch geschlecht wirken unmittelbar verhaltensaspekt mann frau;soziale Ursachen
1119;geschlechtsrollenbilder verschieden kul- tur bauen;soziale Ursachen
1120;variieren einfluss kulturell sozial aspekt überschätzen;wirtschaft
1121;mensch beliebig um formbares geschöpf bewegen stetsin natur gesetzt grenze;Politik und Ideologie
1122;gleichberechtigung mann frau hoch grundgesetz verankern;Politik und Ideologie
1123;biologisch geschlechterbindung mensch betrachten last geschenk;soziale Ursachen
1124;afd fordern würdigung traditionell lebensentwür fe wertschätzung lebensleistung frau- familie gründen kind grofszieh;soziale Ursachen
1125;frau   app fordor genauso mann entscheiden würdigung traditio- lebensweg einschlagen gesellschaftlich senwwure;Politik und Ideologie
1126;wertschätzung achtung rechnen aktuell linker lebensleistung zeitgeist verankern;soziale Ursachen
1127;frauenquot betrachten frau familie;soziale Ursachen
1128;gründen kind fortschrittlich;soziale Ursachen
1129;stellen großziehen;wirtschaft
1130;form diskriminierung dar verfestigen bild erfüllt anerkannt leben frau beruflich karriere erreichen können;soziale Ursachen
1131;geschlecht geschlechtschromosomen bestimmen;soziale Ursachen
1132;sehen kritisch geschlechtsumwandlung zunehmend bagatellisiern;Gesundheit
1133;geschlechtsumwandlung   kind jugendliche lehnen;Gesundheit
1134;schwerwiegend entscheidung reife einsichtsfähigkeit erwachsenenalter treffen;Gesundheit
1135;kapitel;wirtschaft
1136;arbeit sjeyarliste iiai;wirtschaft
1137;afd lehnen eu vorangetrieben aufweichung ein- stimmigkeitsprinzip bereich sozialpolitik;Politik und Ideologie
1138;arbeit sozialpolitik   arbeit sozialpolitik   zuwanderung eu-ausländer sozialsystem begrenzen   hunderttausend eu-ausland regelleistungsberechtigter grundsicherung arbeitsuchende führen;wirtschaft
1139;afd fordern national vorschrift leistungsbezug grundsicherung arbeitsuchende dahingehend abändern leistungsanspruch eu-ausländ bestehen aufnahme existenzsichernd tätigkeit einreist beziehungsweise gewöhnlich aufenthalt beginnen angemessen zeitraum ausüben;Politik und Ideologie
1140;bezug leistung grundsicherung arbeitsuchende anschluss existenzsichernd tätigkeit bzw;wirtschaft
1141;bezug arbeitslosengeld hinaus maximal begrenzen;wirtschaft
1142;national gesetzgebungshoheit sozialrecht verteidigen   stabil leistungsgerecht sozialsystem gehörtin national verantwortung;Politik und Ideologie
1143;dauerhaft abkehr einstimmigkeitsprinzip eu-ebene bereich sozialpolitik zugunsten mehrheitsentscheidun gen faktisch abgabe hoheitsrech ten europäisch union;Politik und Ideologie
1144;afd lehnen grund eu vorangetrieben aufweichung einstimmigkeitsprinzip bereich sozialpolitik;Politik und Ideologie
1145;arbeit sozialpolitik;wirtschaft
1146;auszahlung sozialleistung ausländisch konto   sozialleistung hartz iv sozialhilfe wunsch berechtigter ausländisch konto überweisen;Politik und Ideologie
1147;überzahlung fehlzahlung erschwert bedingung zurück- holen wodurch deutsch sozialsystem erheblich finanziell schaden entstehen;Politik und Ideologie
1148;belasten steuerzahler solidargemeinschaft zusätzlich;wirtschaft
1149;fordern afd sozialleistung aufinländisch konto auszahlung bringen;Politik und Ideologie
1150;lohndumping leiharbeit verhindern   leiharbeitnehmer vergleichbar stammarbeit   nehmern hinsichtlich entlohnung   arbeitstag mindestens gleichgestellt;wirtschaft
1151;erhöh- eabeinenmer ten kündigungsrisiko erwartet flexibilität vergleichbaren leiharbeitnehmer rechnung tragen u flexibilitätsprämie einführen;wirtschaft
1152;prozentual   onnung aufschlag mafsgeblich arbeitsentgelt leisten;wirtschaft
1153;arbeitstag mindestens bisherig möglichkeit stufenweis heran gieichgestelt führung entgelt entfallen;wirtschaft
1154;wirksam geschlossen   branche zuschlagstarifvertrag behalten   vereinbart ablauf gültigkeit;wirtschaft
1155;verlängerung   ausschließen;Politik und Ideologie
1156;mindestlohn beibehalten   gesetzlich mindestlohn wesen sozial marktwirtschaft eng verbinden;wirtschaft
1157;korrigieren bereich entlohnung position niedriglohnempfänger schwach marktteilnehmer     afd setzen bezugsdauer arbeitslosengeld iin abhängigkeit   dauer vorbeschäfti   gungein;wirtschaft
1158;arbeit sozialpolitik   interesse arbeitgeber vergleichsweise stark marktteilnehmer;wirtschaft
1159;schützen derzeitig massenmigration erwartend lohndruck;wirtschaft
1160;insbesondere erlauben mindestlohn existenz jenseits armutsgrenze finanzierung bescheiden altersversorgung ansonsten weg staatlich unterstützung gesellschaft tragen ware;wirtschaft
1161;mindestlöhne verhindern somit privatisierung gewinn gleichzeitig sozialisierung kosten;wirtschaft
1162;arbeitsleben würdigen arbeitslosengeld i gerecht gestalten   arbeitnehmer lang erwerbs tätigkeit arbeitslos hatim regelfallnur anspruch arbeitslosengeld i;wirtschaft
1163;anschliefend erhält arbeitslosengeld ii arbeitslose zuvor arbeitslosenversicherung einzahlen;wirtschaft
1164;stellen geringschätzung langjährig bei- tragszahler dar;Politik und Ideologie
1165;afd setzen bezugsdauer arbeitslosengeld iin abhängigkeit   dauer vorbeschäftigung;wirtschaft
1166;selbstbehalt berechnungvon arbeitslosengeld il sanktionsfrei erhöhen;wirtschaft
1167;gebot gerechtigkeit unter schiedlich erwerbsbiografie arbeitslosigkeit differenziert behandeln;wirtschaft
1168;arbeit undsozialpolitik;wirtschaft
1169;reform arbeitslosenversicherung   beitragssatz arbeitslosenversicherung absenken einkommen arbeitneh mer erhöhen produktionsfaktor arbeit entlasten;wirtschaft
1170;arbeitslosenversicherung versicherungsfremd leistung entlasten kreis leistungsberechtigt striktan kreis beitragszahler ausrichten;wirtschaft
1171;versicher ten bezug beitragsfinanzierten arbeit losengeldes -- sanktion gängeln;wirtschaft
1172;aktivierend grundsicherung arbeit diesichloehnen;wirtschaft
1173;@ss erwerbstätige   afd aktivierend grundsicherung;wirtschaft
1174;stets spürbar  ;wirtschaft
1175;its | anteil ver- ternative arbeitslosengeld ii sogenannter hartz   nstes verbleiben   iv;wirtschaft
1176;erzielt einkommen erzielt einkommen   vollständig unterstützungsbetrag verrechnen volständig unterstüt  ;wirtschaft
1177;stattdessen verbleiben erwerbstätige stets zungsbeitrag verrechnen spürbar anteil verdienst;Bildung
1178;  werdensoll entstehen arbeitsanreize;wirtschaft
1179;arbeiten aufjed   fallmehr geld verfügung   arbeiten arbeitsfähig lohnabstandsgebot;wirtschaft
1180;missbrauchsmöglichkeiten auszuschliefsen;soziale Ursachen
1181;finanzkontrolle schwarzarbeit stärken   bekämpfung schwarzarbeit illegal beschäf- tigung verstöfs mindestlohngesetz aufgabe finanzkontrolle schwarzarbeit fks;wirtschaft
1182;afd fordern schaffung anreiz form bonussys tems einrichtung arbeitsplatz fair entlohnung mensch behinderung;wirtschaft
1183;arbeit sozialpolitik   afd fordern finanzkontrolle schwarzarbeit personalaufbau stärken u;wirtschaft
1184;personalgewinnung eigenständig zentral organisationseinheit organisieren ausbildung fks-mitarbeiter neu geordnet;Politik und Ideologie
1185;arbeitsrecht reformieren vereinfach   arbeitsgesetzbuch schaffen wel- ch zahlreich einzelgesetze systematisch zusam- menführt ergänzen klarheit recht sicherheit schaffen;wirtschaft
1186;gezielt maßnahme wohnung obdachlosigkeit   problem wohnung obdachlosigkeit bislang gesellschaftlich eher rand wahrnehmen;Klima
1187;steigend zahl wohnung obdachlose zeigen mangelhaft planung sozial wohnungsbau ursache fehlend kon kret bedarfsermittlung;Politik und Ideologie
1188;afd fordern   sofortig einführung bundesweit zentral statistik erfassung wohnung obdachlosigkeit;Politik und Ideologie
1189;arbeitsplatz fair entlohnung schwerbehindert mensch   trotz gesetzlich verpflichtung arbeitsplatz   behindert mensch vorzuhalten zahl arbeitslos schwerbehindert mensch deutlich;wirtschaft
1190;echt teilhabe behindert mensch   arbeit sozialpolitik   arbeitsleben verwirklichen fordern afd schaffung anreiz form bonussystem arbeitgeber einrichtung arbeit plätz mensch behinderung koppeln fair entlohnung;wirtschaft
1191;verbesserung mensch behinderung krankenhaus   mensch behinderung krankenhaus reha-einrichtunge betreuen;Politik und Ideologie
1192;voraussetzung sozial assistenz schaffen wodurch angehörige entlasten;Politik und Ideologie
1193;kapitel;wirtschaft
1194;rente konzept afd     unser eltern grofselter rentenalter lebensabend ermöglichen;wirtschaft
1195;rentenkonzept afd   rentenkonzept afd   partei leistungsgerechtigkeit ist afd besonderer anliegen unser eltern großselter rentenalter lebensabend ermög- lich;wirtschaft
1196;land arbeit führend industrienation welt aufbauen;wirtschaft
1197;drohend altersarmut million leistungsträger grund unerträglich;wirtschaft
1198;entwürdigend ungerecht rentenpolitik altparteie erteilen deutlich absage;wirtschaft
1199;rentensystem junge hintergrund demographisch entwicklung bezahlbar halten;wirtschaft
1200;rente zukunftsfest   brauchen ausgewogen ansatz belang betroffener einbeziehen;Politik und Ideologie
1201;drohend überlastung beitragszahler hoch steuerzuschuss rentenfinanzierung entgegenwirken versicherungsfremd leistung steuermittel begleichen;wirtschaft
1202;hoch steueraufwand steuererhöhung finanzieren;Politik und Ideologie
1203;vielmehr steuerzuschüs rente konsequent strei chungen ideologisch politikmafsnahmen bei spielsweise migration klima eu-   politik gegenzufinanzieren;wirtschaft
1204;rente künftig finanzierbar richtig haushalt politisch priorität setzen;wirtschaft
1205;linksgrün weltrettungsprojekt brauchen marktwirtschaftlich freiheit öffentlich investition bildung   rentenkonzept afd;wirtschaft
1206;wissenschaft prosperierend wirtschaft hoch sozial standard finanzieren;wirtschaft
1207;freiheit renteneintritt   anliegen hoch mafs   leistungsgerechtigkeit rentenversicherung   rentenberechtigten freiheitsrecht   zugestehen;wirtschaft
1208;unserem freiheitsverständnis   gehören entscheidung eintritt   rentenphase hand einzelne;Politik und Ideologie
1209;betroffener   lang berufsleben   erfahrung sammeln wissen   erwerbsleben ausscheiden;Politik und Ideologie
1210;arbeit grofse freude nu   arbeiten;wirtschaft
1211;sozial gerechtigkeit lebensabend plan nn partner verbringen aufreisengehenod enkelkind kümmern;Politik und Ideologie
1212;eigenverantwortung ermöglichen lang arbeiten einver nn   nehmen jeweilig arbeitgeber   individuell wunschzeitpunkt ruhestand   antreten;wirtschaft
1213;rentenhöhe hängen   eingezahlt beitrag renteneintritt;wirtschaft
1214;  lang arbeiten bekommen entsprechend rente;wirtschaft
1215;altersarmut verhindern   unabhängig zeitpunkt renteneintritt gelten rentenkasse einge zahlen gering einkommen bessergestellen person ein zahlen;wirtschaft
1216;afd gerecht   altersrente grundsicherung alter    rentenkonzept afd   anrechnen;wirtschaft
1217;weise altersarmut verhindern zumindest deutlich verringern;soziale Ursachen
1218;wahrend erwerbsphase lohnen tätigkeit gering einkommen annehmen haufig hoch bezahlt beschäftigungsverhältnis ergeben;wirtschaft
1219;sozial gerechtigkeit integral bestand- afd-politik eigenver- antwortung anregen;soziale Ursachen
1220;abschaffung politikerpensione   eigenverantwortung politiker politik inford esij;wirtschaft
1221;d ttelb arbeitnehmer olitiker einfordern;wirtschaft
1222;vermittelbar gesetzlich berufspolitiker weniger hoch kentenversicherung   pensionsansprüch erwerben;wirtschaft
1223;kritisch einzahlen;wirtschaft
1224;on;wirtschaft
1225;ausdruck unser nutzniefßser gesetz verständnis regelung gesetzgeberisch entscheiden;Politik und Ideologie
1226;sozial gerechtigkeit;soziale Ursachen
1227;schluss;wirtschaft
1228;politiker   arbeitnehmer gesetzlich   rentenversicherung einzahlen;wirtschaft
1229;ausdruck   unser verständnis sozial gerechtigkeit;Politik und Ideologie
1230;reduzierung beamtenstatus originär hoheitlich aufgabe   verständnis gehören neu umgang frage staatsbedienstet rente versicherung;Politik und Ideologie
1231;beamter rückgrat deutsch verwaltung wesentlich stütze international vergleich funktionierend staatswesen;Politik und Ideologie
1232;hoch loyalität beamter beruhen prinzip fürsorgeptlicht dien therr;Gesundheit
1233;beruhen beamtenrechtlich altersver sorgung;Gesundheit
1234;rentenkonzept afd;wirtschaft
1235;afd beibehalten verbeamtung hoheitlich aufgabe beschränken z;Politik und Ideologie
1236;bundeswehr zoll polizei finanzverwaltung justiz;wirtschaft
1237;weise grofsteil künftig staatsbediensteter gesetzlich rentenversicherung aufnehmen beitragsaufkomma stärken;Politik und Ideologie
1238;lastengerechtigkeit familie kinderlose herstellen   besonderer beachtung verdienen sozialversicherungssystem familie;wirtschaft
1239;eltern tragen last kindererziehung;Bildung
1240;spät leistung kind insbesondere rentenversicherung rentner zugute kinderlose;wirtschaft
1241;familie kind tragen sonderlast allgemeinheit;wirtschaft
1242;afd familie afd ausgleich herstellen entlasten;Politik und Ideologie
1243;jeder   familie jeder kind euro beitrag eltern nd bekommen;Politik und Ideologie
1244;eltern euro rentenversicherung steuermittel erstattetbe zunagesurrenten- rentenansprüche versicherung erstatten verringern;wirtschaft
1245;zeitpunkt geburt beitrag entsprechend höhe zahlen erfolgen anrechnung zukünftig rentenbeitrag;wirtschaft
1246;eltern lebensabschnitt wir kungsvoll unterstützen kosten kind anfallen gegebenenfalls elternteil vollständig teilweise erwerbseinkommen verzichten;wirtschaft
1247;entscheidung kind kind erleichtern insgesamt leistungsdruck familie nehmen trennungsquote verringern;wirtschaft
1248;anhebung steuerfreibetrag insbesondere niedrig rente besteuerung bewahren;wirtschaft
1249;rentenkonzept afd   ungerechtigkeit beide überleitung ostrente beseitigen   ungerechtigkeit familie bestehen ahre deutsch wiedervereinigung ungerechtigkeit überleitung ostrente;Politik und Ideologie
1250;beiderind neunzig erfolgt rentenüberleitung renten-überleitungsgesetz anspruchs anwartschaftsüberführungsgesetz ungereimt heit kommen;Politik und Ideologie
1251;alterssicherungssystem ddr enthalten regelung besonderer beruf gruppe teilweise umsetzen;soziale Ursachen
1252;auslaufen übergangsregelung ergeben erheblich unterschied rentenbeginn;Politik und Ideologie
1253;härtefall grob unbilligkeit rentenüber leitungsprozess ausgleich fondslösung schaffen;wirtschaft
1254;rahmen fondslösung betroffener pauschaliert einmalzahlung angemessen höhe gewähren;Politik und Ideologie
1255;bemessung einmalzahlung soweit ist- zurückgelegt betriebszugehörigkeit anknüpfen;wirtschaft
1256;doppelbesteuerung steuerfreibetrag anheben   besonderer ungerechtigkeit ostrentner familie deutschland grundsätzlich ungerechtigkeit rente besteuerung;Politik und Ideologie
1257;rentner aufihr rente steuer zahlen unterliegen doppelbesteuerung;Politik und Ideologie
1258;rechtlich regelung anpassen verfassungswidrig zustand abschaffen;Politik und Ideologie
1259;generell besteuerung rente sozial   rentenkonzept afd   sicht kritisch beurteilen;Politik und Ideologie
1260;wirken einkommen steuerlasen entgegen steuerfrei- betrag steuerpolitisch abschnitt darstellen   anheben zumindest niedrig rente besteuerung bewahren;wirtschaft
1261;umlagefinanziert rente stärken   unser ausgewogen ansatz abgeleitet mafßnahm umlagefinan- ziert rentensystem eintritt babyboomer rentensystem tauglich;wirtschaft
1262;erhöhen leistungsgerechtigkeit deutlich nach kommend generation überlasten;Politik und Ideologie
1263;zeigen gegenwartsinteressen generativ verantwortung einklang bringen;soziale Ursachen
1264;wehrdienst rentenpolitisch würdig   afd ziel setzen ausgesetzt wehrpflicht wiedereinzuführen;Politik und Ideologie
1265;gesetzlich rentenversicherung wehrdienst folglich ansatz bringen wehrdienstleistend beitrag verdienst umfang durchschnittlich einkommen erzielen;wirtschaft
1266;monat dienstzeit somit entgeltpunkt rentenversicherungskonto gutgeschrieben;wirtschaft
1267;regelung wehrersatzdienstleistende zivildienstleistend dienst waffe gewissensgrund ablehnen zugute;Bildung
1268;wehr zivil dienstleistend monat dienstzeit /entgeltpunkte rentenversicherungs konto gutgeschrieben;wirtschaft
1269;kapitel;wirtschaft
1270;gesundheit politik     ziel istein mensch orientiert wohnortnah medi- zinisch versorgung;wirtschaft
1271;gesundheitspolitik   gesundheitspolitik   gesundheitspolitik afd bauen bestehend deutsch gesundheitssystem;Politik und Ideologie
1272;zeigen zunehmend fehlentwicklung alternative deutschland reform- vorschlägen annehmen;soziale Ursachen
1273;ziel mensch orientiert wohnortnah medizinisch versorgung;Gesundheit
1274;effizienz unser gesundheitswesen neu bewerten eigenverantwortlichkeit natürlich prävention therapiefreiheit fördern ein- flussnahme lobbyist streng grenze setzen;Gesundheit
1275;schluss unverhältnismäßig corona-maßnahme   verunsicherung bürger willkürlich grenzwert nachvollziehbar mafsnahme einschränkung grundrecht verwaltungsermächtigunge umgehung parlament inakzeptabel;Politik und Ideologie
1276;schwerpunkt freiwillig hygienemafsnahmen schutz bestimmung gefährdet bevölkerung gruppe liegen;Klima
1277;tragen maske kindertagesstätte horten schule lehnen;Bildung
1278;unverhältnismäfsig lockdown-mafsnahme unverzüglich beenden;Politik und Ideologie
1279;pflicht tragen maske lehnen;wirtschaft
1280;verpflichtend impfung direkt indirekt immunitätsausweise tracking app sonstig überwachungsmaßnahme lehnen;Klima
1281;gesundheitspolitik;Politik und Ideologie
1282;sorgen öffentlich wissenschaftlich diskurs achtung meinungspluralismus wahren bleiben;Politik und Ideologie
1283;fordern rückkehr bewährt wissenschaftli- chen diagnosemethod feststellung infektion;Gesundheit
1284;schnelltest pcr-test laut entwickler who infektionsnach weis eignen istund falschpositiv-rate künstlich überhöht inzidenzwert führen lang grundlage freiheitsbeschränkung staatlich verordnet lockdowns zugangsbe- schränkung quarantäne;Politik und Ideologie
1285;impfen freiwillig bleiben | schwerpunkt frei   afd verteidigen grundrecht körperlich nen unversehrtheit verantwortung jeder einzeln senutzbestimmung   körper;Gesundheit
1286;gefährdet bevölkerungsgruppe   liegen;Klima
1287;einsetzung parlamentarisch   corona-untersuchungsausschusse   setzen rahmen corona-untersuchungsausschuss gesamt corona-politik bundesregierung ausrufung epidemie national tragweite dernichtim grundgesetz verankert corona-gipfel einsatz aussagekraft pcr-test beliebig festge setzen grenzwert informationspolitik fehlend wissenschaftlich diskurs verhältnismäfßsigkeit mafsnahme einschränkung grundrecht verpflichtend test quarantäne körper- lich psychisch psychosozial schaden malsnahm maskenpflicht gesundheit     afd fordern einführung individualbudget krankenhaus struktur- schwach gebiet   wohnortnah medizi-   nisch versorgung ermöglichen;Gesundheit
1288;gesundheitspolitik   prüfung per notfallzulassung eingesetzt impfstoff genauestens untersuchen;Politik und Ideologie
1289;beson- der augenmerk persönlich bereicherung abgeordneter regierungsmitglied kontext corona-politik legen;Politik und Ideologie
1290;krankenhaus klinik brauchen planungssicherheit individuell auskömmlich finanzierung   bestehend finanzierung drg fallpauschalensystem zuteilung sparsystem heckenschere erweisen;Gesundheit
1291;steuerungsfunktion bereinigung angeblich überkapazität potenzieren verwerfung beschleunigen kliniksterbe insbesondere ländlich raum;Politik und Ideologie
